gene	log2FoldChange_hct116_30minProt	pval_hct116_30minProt	log2FoldChange_hct116_120minProt	pval_hct116_120minProt
OGFR	-0.011688106	0.89617597	0.10305055099999999	0.220383783
E2F6	-0.010377678000000001	0.8962210540000001	-0.13479535199999998	0.11881201300000001
RAC2	0.007459373	0.8962987029999999	0.04974029	0.43897337299999994
SPOPL	-0.013477701000000002	0.8963142059999999	-0.190534975	0.09745008699999999
POMP	0.012400191000000001	0.8963293790000001	0.14510025	0.046544429000000005
TRIM28	-0.006379845	0.89640292	-0.019136393999999998	0.68007669
SETDB2	-0.011594163000000001	0.896425817	-0.086161061	0.271389718
UBR4	-0.015218613	0.896448725	0.128706871	0.317515041
SH2D4A	0.007536337	0.896490323	0.036521858	0.398412869
TPD52L2	0.015101243	0.8965585770000001	0.106020239	0.402324516
BRMS1L	0.009159146	0.89684836	-0.131160309	0.050007221
CEP95	0.010828283999999999	0.89695426	-0.104862168	0.197761863
CTSL	-0.008347296	0.897194632	0.097169575	0.06990469099999999
NCOA5	-0.011594064	0.897325824	-0.090496534	0.299802191
PRKAR1B	0.006451308	0.897679873	-0.010547053999999998	0.819726376
AP1S1	0.0077064709999999995	0.897932576	0.050516375	0.371070933
FBXO6	0.010091250999999999	0.8980340459999999	0.059780063	0.262267276
TAF9B	-0.006263026	0.898511266	0.019538862	0.647167675
TAF10	0.0064260509999999995	0.898531449	-0.001246698	0.9806826679999999
PAFAH1B2	0.015486561999999999	0.8987020790000001	0.133721428	0.260774303
PUS3	-0.0071625790000000005	0.899574248	0.039805637000000005	0.423607099
RRP15	0.011059868	0.899662238	0.0015764479999999998	0.987950999
PPP1R12C	0.006500412	0.8999565740000001	-0.07262318200000001	0.105631629
MAGED1	0.007417688	0.900055732	-0.028043896000000002	0.527864538
SH3PXD2B	0.011993702	0.9000962840000001	0.072928018	0.48231397
HOXB4	-0.012446763000000001	0.900163707	-0.244563848	0.020391692
COL6A1	-0.008523840999999999	0.9002227290000001	0.06796416799999999	0.393357709
ZNF670	0.009109509	0.9007968340000001	-0.022324322	0.784721963
MANBA	-0.00849587	0.900999578	0.034705874	0.689753967
NR2F2;NR2F1	0.007958895	0.9010398999999999	-0.048354967	0.343929149
FMNL1	0.007733999	0.9011388029999999	0.07160354099999999	0.16617753300000002
RNF6	0.011312973	0.9012173990000001	-0.089362215	0.22620243
NUP88	0.006612858	0.901309482	-0.071876368	0.154027169
NR1D2	0.006629881	0.90146806	-0.042773402	0.369015539
USP42	-0.013324166	0.901547043	-0.111009464	0.300959411
TRMT44	0.006728715	0.901674042	-0.042325134	0.415161496
CCDC112	0.008848983000000001	0.901813862	-0.193108017	0.026507952999999997
LHX2;LHX9	0.009462050999999999	0.9019629990000001	-0.082352688	0.251093157
LRPAP1	-0.008385799999999999	0.901973404	0.060997472999999997	0.250661405
PTPN13	0.007250797	0.902386743	-0.07268281900000001	0.121445556
PLK1	-0.011932507	0.902419557	-0.119561678	0.169267974
COPS2	-0.0073850009999999995	0.9024831990000001	0.067022082	0.19582771
MYOM1	0.016074814	0.9026679120000001	-0.080893653	0.429759444
HADHA	-0.006098792	0.902822938	-0.07391042	0.222954843
PACS1	0.010303361	0.902941557	0.082062562	0.221851751
MKI67	-0.026504137	0.903454759	-0.116976866	0.52257427
ZNF195	-0.006834735	0.903700735	-0.075406488	0.203361338
CXorf23	0.010503402	0.903956658	-0.09204586099999999	0.268185307
CDYL	0.008861226	0.9039963679999999	-0.023008117999999998	0.743901982
TRIM33	0.012518835	0.9043170070000001	-0.06560767099999999	0.34450952100000004
TPD52L1	0.011694754	0.904601852	0.070636431	0.469438389
CXXC1	0.0075510130000000005	0.904603662	0.013317618	0.8235580840000001
ATP4A	0.024872339	0.9049767470000001	-0.221129137	0.055009088
DCUN1D5	0.007597591999999999	0.905044827	0.042605323	0.40999344600000004
MAPKAPK5	0.007626588	0.9050763359999999	0.038474606	0.478029849
SSSCA1	-0.01289929	0.9051256440000001	0.190786383	0.078009845
AMN1	0.010003693000000001	0.9054110540000001	-0.038683905	0.713959722
NUP214	-0.006128713	0.905462828	-0.083787149	0.07673430099999999
UGDH	0.009941972	0.905466179	0.11780635	0.216063153
IPO8	0.008129315	0.9055866640000001	0.047393165999999994	0.547550078
MISP	0.011428741999999999	0.9057007970000001	-0.048332413	0.6426304979999999
UBXN2B	-0.010547923999999998	0.9059328520000001	0.08270258	0.340399953
AHCY	0.012645218	0.905962523	0.092504035	0.39158049799999994
ZFHX3	-0.010526836000000001	0.906058052	-0.162873864	0.068710032
CRYL1	0.013309743	0.906180475	0.083741045	0.53097861
ZNF808;ZNF578	-0.011536228	0.906323265	-0.137719425	0.199417268
CDC45	-0.007181366999999999	0.9067099190000001	0.06363552	0.335725073
MAN2B1	-0.009436038	0.906720761	0.033315307	0.573246739
NGLY1	0.007432325	0.906727115	0.016325311999999998	0.830380736
PLEKHG6	0.012770011000000001	0.90675408	-0.08026569	0.465621894
SIAH1	0.005854645	0.906869915	-0.048036012999999995	0.277334642
SKIV2L	-0.006856167	0.9068906109999999	0.06962648099999999	0.25388591899999996
FLCN	0.007422295	0.906934207	0.053368827	0.273333367
RAPGEF1	-0.008706301	0.907034679	-0.099773266	0.21631894100000001
WDR76	0.014052684	0.907155919	-0.133077277	0.278755765
MMTAG2	0.010239518000000001	0.9075836540000001	-0.031103775	0.7328233340000001
FASN	-0.016428676	0.907785596	0.135923459	0.300999034
SECISBP2	0.0068054019999999995	0.907802716	-0.018132892	0.716671972
MEN1	0.009750603	0.9078492979999999	-0.14160253	0.062097810999999996
CDK2AP1;CDK2AP2	-0.011808115	0.9078596259999999	-0.150849614	0.185159186
TUBA1B	-0.012923261	0.907933469	0.10502097199999999	0.34912658399999996
TLL1;BMP1;TLL2	-0.010180312	0.908239872	0.09855656	0.213650285
TSG101	-0.00832484	0.908348053	0.065929625	0.36213628200000003
GPSM1	0.0062045930000000004	0.908587787	-0.011459078999999999	0.8262782359999999
PRMT9	-0.006739899000000001	0.908946609	0.101880562	0.060015779000000005
SYNGR1	-0.005812768	0.909057991	0.031665685	0.504821225
RUFY2	0.00835612	0.909245469	0.08011136	0.20789852600000003
ZNF268	0.006006791	0.909478358	-0.026969998	0.568255916
RNF181	0.010084582	0.9095173059999999	0.114545671	0.198637772
BMP2K	-0.008722526999999999	0.90970173	-0.09266282699999999	0.300445172
CHCHD6	0.009319798	0.909776763	-0.07132289900000001	0.44973233
TBC1D4	0.009828706	0.909860696	0.08266472700000001	0.341998559
MIS18A	0.012460569	0.9099388359999999	-0.15257362900000002	0.158392712
DSN1	0.008391955	0.910247406	-0.049164615	0.475558905
UBAC1	0.007234116999999999	0.910455826	0.138987086	0.024064681
DUSP4	-0.014025218999999998	0.910494624	0.09504163800000001	0.493052115
CTIF	-0.008447441	0.910599409	0.016497121	0.807320643
UFD1L	-0.009789595	0.910750915	0.15388431	0.047997087
GGPS1	-0.007782245	0.9111969240000001	0.033544248	0.580322081
UQCC2	0.007051012	0.911202305	-0.011796513	0.8711706570000001
TPGS2	-0.006997016	0.911216226	0.020413286	0.686169547
ZNF653	-0.00734223	0.9114813890000001	-0.081405752	0.135183613
IRF2BPL	0.00719763	0.911487945	0.079968235	0.230217015
IDE	0.009649298	0.9116282459999999	0.094352724	0.23823940300000002
ABCC11	-0.010619338	0.9119001590000001	-0.0018970679999999998	0.9830770109999999
RPAP3	-0.01036243	0.911965093	0.06962905900000001	0.46490419
ZRANB3	-0.005695315	0.9121601779999999	-0.060934467	0.182890847
SEPHS2	-0.006971189	0.91224933	0.024790642999999998	0.651817497
YWHAH	0.007571833	0.912301877	0.045975613	0.438894371
KLHL36	0.0077954159999999995	0.912372283	0.055052102	0.25410878600000003
PLEKHG3	0.009249206	0.912504368	-0.115460875	0.21556791600000003
BTBD9	-0.006986206	0.91269693	-0.078867473	0.34539156600000004
MYO5A	0.008835583000000001	0.912698131	0.008452471	0.9056042329999999
NACA	0.011139031	0.912804828	0.097569396	0.299077466
TPP2	0.009588412	0.912961569	0.072944202	0.394796482
COPS5	0.007981957	0.9130718859999999	0.134456529	0.03954044
BCL2L12	-0.011472582	0.913115895	0.01897763	0.8709480359999999
ENDOG	0.007538768	0.9133264259999999	0.004170412	0.923563893
PPP1R9A	0.011768517	0.913357258	-0.14466931	0.092644891
ESF1	0.01056728	0.9133837990000001	-0.13116514	0.280738398
SNRNP35	-0.00951638	0.9134213940000001	-0.079663309	0.39167796299999996
CDC42BPB	0.010127049	0.9134457	-0.068371704	0.342322625
MORF4L1	0.008085521	0.913488855	-0.01288478	0.852607489
PDF	-0.008449996999999999	0.913535785	-0.136509715	0.135740034
BLMH	0.008237191	0.9136390940000001	0.067384729	0.380106858
SF3B1	-0.005748851	0.913723698	0.030753284	0.520214893
COIL	-0.008798666	0.9137272559999999	-0.069805949	0.433882615
PRAME	-0.007028891	0.9138494090000001	0.015832338	0.7867159990000001
MAFF	-0.012957152	0.91391052	-0.011690727	0.879982484
SEMA4G	0.008351067	0.913917745	-0.085609079	0.166184545
COG3	0.008316309000000001	0.914424314	0.086807176	0.27994551300000003
RFX2	-0.008110626999999999	0.915019782	-0.089467252	0.19163172
SMU1	-0.0075429780000000005	0.915052539	-0.124704102	0.150824132
ACTR3	0.009254699	0.915159697	0.11551282	0.180378643
FOXO4;FOXO6;FOXO1	0.009949225	0.9151601159999999	0.010939952	0.819143214
DAXX	0.010719593000000001	0.915253905	-0.071124432	0.43663725600000003
ZBTB38	0.010924598	0.915375333	-0.093449428	0.31071956300000003
KMT2B	0.01089076	0.915483565	-0.160834598	0.11959358099999999
ZNF219	0.00965968	0.915496642	-0.10603005800000001	0.20064094600000001
POLR3C	-0.005055137	0.9155500959999999	0.0026773609999999996	0.951132302
MAGED2	0.007266376999999999	0.9156282490000001	0.053959627	0.42776686399999997
TOPORS	-0.00732305	0.9157817490000001	-0.104122832	0.142167035
CAMK2D	0.010027235	0.9161280270000001	0.093835291	0.38926805600000003
SCAMP4	0.0072262490000000006	0.916135189	0.0012821689999999999	0.98300884
PUSL1	0.012416126000000001	0.916405157	0.02780282	0.816127663
NGDN	0.010717181000000001	0.916433693	-0.13771618900000002	0.242321072
C2orf49	0.005616629000000001	0.916553615	0.004844295	0.924601542
KCNN4	0.009277744000000001	0.916684057	0.053059847	0.495533987
SEC24D	0.008029506	0.9167446229999999	0.0962013	0.150983744
VAV2	0.008970946	0.916753073	0.055883753	0.453034793
ARPC3	0.008307696	0.91676879	0.106231351	0.17149048100000003
TIMM8B	0.006219286	0.916987234	-0.024436244	0.7426135620000001
DHX9	0.0073450009999999994	0.917232481	0.032780691	0.608102328
RAB11FIP2	-0.008120571	0.9172522329999999	-0.072548553	0.33431826600000003
CLNS1A	0.008819434000000001	0.9172991420000001	0.058233608	0.457828765
TBC1D8B	0.008566780999999999	0.917379022	0.08908058	0.296424584
CASK	0.006934628000000001	0.9175467190000001	-0.059292038	0.357728293
RLF	0.008753704000000001	0.917573627	-0.077346006	0.329061167
PNPLA2	-0.005808531	0.917798757	0.076292182	0.117073643
ILK	0.008736507	0.917999479	0.092123328	0.29657081399999996
CSRP2BP	0.005586143000000001	0.918113779	-0.07253918200000001	0.11553065300000001
SHANK2	0.00879696	0.918453472	-0.09762301599999999	0.19541087399999998
RCBTB1	-0.005446036	0.918508095	-0.062917245	0.22420364899999998
LARP6	0.010948587	0.918542973	0.100433988	0.419044979
MMS22L	0.007363707	0.91867871	-0.056423503	0.294329435
MSH2	0.006038231999999999	0.918679492	0.020722604	0.681306518
COL18A1	0.009131239000000001	0.9188295679999999	-0.092521003	0.210893196
COPS7A	-0.005607499	0.918882187	0.059263225999999995	0.22340902899999998
PDZD11	0.006821674000000001	0.9189625359999999	-0.078419773	0.17162654100000002
CELF1	-0.0062290719999999996	0.919097855	-0.11814291699999999	0.031320349
ALDH7A1	-0.007239615	0.919258965	0.057164770999999996	0.43452977
MED10	-0.005304748000000001	0.919568044	-0.0035446740000000003	0.938273108
EDRF1	-0.008493656	0.9195795729999999	0.050793627	0.572204759
WIPI2	-0.009012168000000001	0.919722988	0.06303885	0.624773363
GTF3C1	-0.0056134340000000005	0.9197287609999999	-0.062169494000000006	0.239895925
PCNT	0.006591578000000001	0.9197382890000001	-0.073520184	0.155924287
DNAJB11	0.004938576	0.9197903940000001	0.017300792	0.6834130759999999
RIOK1	0.0066609469999999995	0.919885264	0.09436263199999999	0.133014755
SLC46A1	-0.00592556	0.920053736	-0.04971016	0.46163536200000005
CMTR1	-0.006166038	0.9202786059999999	0.044295422	0.32927171
C4orf32	0.006387721999999999	0.9203999620000001	-0.103466252	0.04866763599999999
B3GNTL1	-0.009345602	0.920425718	-0.047279985	0.528096779
EIF3G	0.011071108999999999	0.920433099	0.18812736300000002	0.105996891
CNNM3	0.005687785	0.92043518	-0.051874145	0.32155913199999997
TAF1A	-0.008796134	0.9204565929999999	-0.018342492	0.7502827590000001
ZNF791	0.00713356	0.9204629040000001	-0.054292890999999996	0.333352588
PPP5C	0.010099069	0.920629875	0.141980209	0.15548429
N4BP2L2	-0.011443742	0.9206818920000001	-0.06657041	0.517996599
SYNPO	0.009614083	0.920796898	-0.015003137	0.8270046990000001
PLEKHA4	0.007044846	0.920826005	-0.096014475	0.162389581
C17orf59	-0.005165515999999999	0.920853402	-0.038237156	0.410710368
DSCR3	0.005217343	0.9209613109999999	-0.018178668000000002	0.789153743
GLA	-0.006868119000000001	0.9213472229999999	0.09980129199999999	0.16291055
ROCK1	0.009044841	0.921362445	0.101118935	0.25630512899999996
NCAPG	-0.006437917	0.921914839	0.051898504000000005	0.361926896
TRIM15	0.010400587	0.9219817770000001	0.191458727	0.020032276
ROCK2	0.011145343	0.92209692	0.110056498	0.347578869
GSR	-0.008115218	0.922146887	0.054646627999999996	0.497342501
ALDH16A1	0.00750633	0.922231988	0.055042142	0.48014730899999997
ZC3H11A	-0.006598301	0.922235534	-0.060425861	0.42160188299999996
MEX3D	0.006159559	0.922317068	-0.000162062	0.9975758570000001
BTBD1	-0.0073053530000000005	0.922631305	0.0031193659999999997	0.962108464
PPM1G	-0.010272078	0.922949514	0.137811334	0.173872325
MCF2L	-0.005156014	0.923491781	0.015611498	0.765179805
ZNF787	0.008012035	0.9236505340000001	0.000106864	0.998990742
DIRAS1	-0.006493501	0.923677723	0.127649058	0.026659389
GLIS2	0.006838084	0.923989359	0.141639088	0.09186951
ANXA11	0.009928427	0.924051306	0.14883274300000002	0.14839798199999998
SYNRG	-0.0076563	0.924249215	0.102299615	0.235397717
ZNF48	0.012114783	0.9242726609999999	-0.073872004	0.516308427
SLC35B4	0.006051778000000001	0.924290785	0.11947546	0.18477242800000002
KDM6A;UTY	-0.005202828	0.9245959970000001	-0.12941483	0.023478216
FANCI	-0.007764577	0.924598638	0.082572175	0.277366735
COMMD2	-0.007826610999999999	0.92473714	0.08125013	0.344851714
CCDC6	0.009009069	0.924807178	0.10510489699999999	0.26938807800000003
ZC3H7B	-0.0047663670000000005	0.9250800990000001	-0.127753206	0.015599142
ARHGAP39	0.007946761	0.9251715490000001	-0.092871889	0.157699256
NAGPA	-0.005697163000000001	0.925189927	0.06844161900000001	0.176950396
MCM2	-0.006976362	0.9251979579999999	0.089965604	0.230334693
CAP2	0.008022406	0.925203694	0.073679245	0.307890371
FUCA1	0.00616268	0.9253597179999999	0.05373471900000001	0.34862127600000004
CENPV	0.020756892	0.925361129	-0.264855628	0.290508709
SORD	-0.008941525	0.92538725	0.111020218	0.33588152600000004
TSEN34	-0.005332909	0.9255544240000001	0.065082718	0.24152173100000002
ZNF430	-0.008070994	0.9256622999999999	-0.129007023	0.172424313
RNASET2	-0.007851706	0.9258694740000001	0.133789581	0.150781119
CHRAC1	0.008611027	0.92600726	-0.084161687	0.48318870700000005
SPATA2	0.00549765	0.926075322	0.069921094	0.21498768199999999
MYADM	-0.007845869	0.9260960640000001	-0.070632698	0.463614001
ARHGAP29	-0.007918985	0.926301183	0.07731138900000001	0.36082777899999996
TRIM68	-0.005724821999999999	0.926354815	0.041455196	0.442858849
SNX5	0.009486155999999999	0.9263661320000001	0.092106431	0.361678169
ZFP36	0.006013313	0.926462369	-0.39812866700000005	0.000105346
MAGEB2	0.005069433	0.926518759	-0.000247643	0.9957750009999999
ESCO2	0.008783854	0.926604306	-0.112879903	0.168026447
RMND5B	-0.00633149	0.9266728940000001	0.046564462	0.415799621
CDAN1	0.006671511	0.92674433	-0.007544709	0.922167886
TRAPPC12;CGI-87	0.007369375	0.9267484020000001	0.101778101	0.190261315
C19orf47	0.00851175	0.926939595	-0.147581481	0.09100689
PLOD2	-0.005936575	0.9270124479999999	0.047133	0.416465724
KRTCAP3	0.0049449609999999995	0.927072206	-0.034055083	0.441070224
TSR3	-0.006250571999999999	0.927104064	-0.059035257	0.402436255
NFE2L1	-0.008220072	0.927227318	-0.18407052399999999	0.009878521
GRIPAP1	0.007440406	0.927382288	0.09651558800000001	0.203532701
ERCC4	-0.004409662	0.9273924659999999	-0.0033176209999999998	0.937544055
BTAF1	0.004863237	0.927415125	0.006539788	0.886355832
E2F4	0.005943548000000001	0.9275165240000001	0.09302613400000001	0.074344388
KIF18B	-0.010941633000000001	0.927869196	-0.100285098	0.40023527600000003
CDK17	-0.0061194909999999995	0.927954211	-0.14831912	0.022664056000000002
TRIOBP	-0.004892949000000001	0.9279702590000001	-0.015877361	0.7865960320000001
MPZL2	0.005649100000000001	0.928261983	0.07180181	0.218702987
KIF4A	0.004721308	0.928321232	-0.026060253	0.528537413
OVOL1	0.011430969	0.9287117559999999	-0.10632931699999999	0.296595432
TRIM8	-0.005851783	0.92877175	0.00824057	0.8920872209999999
CDK11A	-0.006190349	0.9288035290000001	-0.106150279	0.16010502699999998
OFD1	0.0062204009999999995	0.9288145259999999	-0.058670019000000004	0.353732716
ZNHIT3	0.010954513	0.928870065	-0.21520245600000001	0.12351233
NMI	0.0061115380000000006	0.928922082	0.046596052	0.45566190700000003
MPHOSPH6	-0.008999846	0.929041268	-0.098573571	0.315659996
PAN2	-0.005157439000000001	0.929251706	-0.040857064	0.38325767299999997
MLLT3	0.006543384	0.929272575	-0.101061456	0.124279581
CNOT3	0.005078689	0.929374458	0.045374182	0.307150662
FBXW11	-0.008247189	0.9294760459999999	-0.13055099	0.18110206899999998
SAP30	0.006171869	0.929595306	-0.105621823	0.12022479400000001
WDR48	-0.005855376	0.9296839570000001	0.002503489	0.9662976879999999
LAMB2	0.00987255	0.929728045	0.145156519	0.045046422
TBC1D23	-0.005178567	0.929749367	0.077883755	0.18701324
ATF3	0.009444530999999999	0.929780147	-0.18032050800000002	0.140955638
TTC3	-0.0048053440000000005	0.930081932	-0.156747902	0.023212591
CYBRD1	-0.005921226999999999	0.930310651	0.024624842	0.6996593590000001
MT-CYB	-0.006273595999999999	0.930350201	-0.125584534	0.136142158
SYN2	0.00625311	0.930419889	0.07070553	0.19169508300000002
PIP4K2A	0.004962863	0.93056318	-0.009273060999999999	0.852735363
DCAF15	-0.006112589	0.93086878	0.128267032	0.046588845999999996
BTG3	-0.004610394	0.930906142	0.11370101	0.058763240999999994
SNX1	0.008735596	0.9310305729999999	0.100461392	0.397964453
GLTSCR2	0.012133343000000001	0.931031477	-0.064648836	0.537919155
TAF1D	-0.008272293	0.931040703	-0.059035049000000006	0.45569193700000005
POLR2C	0.005258242	0.931257592	0.045049938	0.594270623
CELSR1	0.008804832	0.931351934	0.196401625	0.009548767
CBY1	-0.005129937	0.931513849	-0.029459497999999997	0.72474306
TJP2	-0.007073388000000001	0.931928455	-0.136521439	0.062313140999999996
NAAA	-0.005376550999999999	0.931931222	0.071311951	0.276199421
NET1	0.007238833	0.932051686	-0.11269985699999999	0.10775110199999999
KIAA0101	-0.0066248999999999995	0.9321568159999999	-0.001773315	0.9847777759999999
PLEKHA7	-0.006984226	0.9323847140000001	-0.17721255600000002	0.014820643
FAM58A	-0.009891701999999999	0.932520763	-0.311968814	0.008826133
RPL35A	0.006672831999999999	0.9326391470000001	0.199848052	0.07775739999999999
GAK	0.00566476	0.932650106	0.024824992	0.714763487
SCYL1	0.007204938	0.9327938509999999	0.116156278	0.221101178
TMC7	0.005493090999999999	0.93304843	0.03810215	0.638138671
BACH1	0.007810269	0.93310662	-0.149505837	0.078273368
CDC37L1	0.006011397	0.933146425	0.066065679	0.358963077
RING1	-0.007421201999999999	0.933158595	-0.033007305	0.706013124
CDCA8	-0.009381146	0.933236388	-0.09699597	0.40777586200000004
COPG1	0.008968414000000001	0.933272972	0.147148415	0.202540453
TSPO	0.005665152	0.9333118640000001	-0.052689176	0.509149918
ERRFI1	-0.008534122	0.933408881	0.076325657	0.46900607899999996
NFKB1	0.007340816	0.933593288	0.11427761199999999	0.234086728
AKAP13	0.005963063	0.933659035	0.09259632300000001	0.256296357
SUDS3	-0.0056583169999999995	0.933848901	-0.139143301	0.021784054
CDC42EP4	0.005726651	0.933903055	0.017771123	0.768816878
TOR4A	-0.006715713000000001	0.93400014	-0.09110932599999999	0.130507078
TPRKB	-0.00655942	0.934054394	0.072822839	0.300623231
G6PC3	-0.005956198	0.93407613	0.080191561	0.13032327300000002
GTF2H4	-0.007270372	0.934115281	-0.06359935900000001	0.40950845700000005
KIAA1551	0.005958267	0.93436057	-0.125646384	0.064153392
TRMT13	-0.00697492	0.934420768	0.129156345	0.081195033
CDC6	0.006754856	0.934448953	-0.12354092800000001	0.066745917
MAPKAPK3	-0.0073549309999999994	0.934667163	0.050105982	0.571761444
TRAF3	0.004688141	0.934677276	-0.014455392	0.794092908
5-Sep	-0.0063506759999999995	0.9348748790000001	0.052230384000000005	0.5174745
ZNF771	0.008350864	0.934968817	-0.108251998	0.24827392899999998
PHLDA1	0.005260573	0.935129248	0.013187478999999998	0.785502163
DNTTIP1	-0.006781519000000001	0.935720241	-0.11789004900000001	0.27846915899999997
TM7SF2	-0.007104633000000001	0.935723075	-0.045987167	0.555608419
WDR35	-0.0047676920000000005	0.936135244	-0.040638161	0.44195641399999996
PRKAR1A	-0.0056495830000000006	0.9363150259999999	0.075301085	0.322657062
ABCC5	0.004980753	0.93658648	-0.032532208	0.600745152
ICT1	-0.00563474	0.936615764	0.06362015900000001	0.47170205600000004
C18orf21	-0.010297612	0.936681593	-0.200688649	0.110320924
TKT	0.008854573000000001	0.9367238059999999	0.126316021	0.248344192
DCAF16	-0.006893985	0.9368254079999999	0.106430803	0.149088546
SLC4A7	0.004252448	0.937150445	0.061674875	0.18847958399999998
SCAMP3	-0.005259344	0.937237559	0.023385245	0.7453217879999999
SIMC1	-0.003860529	0.9373066790000001	0.062888188	0.23517355199999998
TRIM27	0.008635248	0.93741786	-0.046938229000000005	0.694147507
HDLBP	0.00665899	0.937430729	0.068068836	0.46070845899999996
SCYL3	-0.008446847	0.937444479	0.122462275	0.184847764
ZNF518A	0.006499532	0.937536258	-0.033225647000000004	0.612946246
PHF13	0.0040400209999999995	0.9376966440000001	0.025248929	0.579526317
PQBP1	0.006006713	0.93778518	-0.20112704399999998	0.008077419
CMC1	0.006677852	0.9379185520000001	-0.011725156	0.8650063709999999
FRMD5	-0.006860363	0.937981203	-0.075294776	0.241397848
SPTB	-0.0052227540000000005	0.938144378	-0.054932169	0.345834246
AARS	0.010221954	0.938393507	0.120082292	0.410568669
IRF9	0.007644156	0.9384005209999999	-0.04585559	0.39148527299999997
BAHD1	-0.009613948	0.938683536	-0.052983095	0.6446861070000001
MSANTD3	-0.007320163	0.938745924	-0.10833873699999999	0.242275758
PIKFYVE	0.004417609	0.939184625	0.079220973	0.12125656300000001
KIF20A	0.007955283	0.939246763	-0.120822902	0.274691588
PALLD	0.0061114690000000004	0.939606518	0.076785765	0.30415716
ADNP2	0.006047866999999999	0.939632735	-0.08447176199999999	0.286195116
C12orf43	-0.008169721999999999	0.939762787	-0.09436636400000001	0.30793971800000003
SMARCD3	-0.005528752	0.939809036	-0.060562305999999996	0.37999248
SCRN2	0.004300637	0.939839016	0.078227568	0.129563703
AP1S3	-0.004314734000000001	0.939905219	0.039325102	0.62112925
ATXN1L	-0.004623083	0.9399987940000001	-0.029246942999999997	0.57599929
RPL37	0.004862435	0.9400272190000001	-0.016346242	0.8064008159999999
ESAM	-0.005937518	0.940081485	-0.0023094979999999997	0.967698805
ASH2L	-0.004477051	0.9404125240000001	-0.065690079	0.176659359
STXBP1	0.0039061259999999998	0.9406188390000001	-0.026397164	0.574174602
NRIP1	-0.005185815	0.9408939629999999	-0.144485732	0.061150485
DVL3	0.004930514	0.940926247	0.061449803	0.24082443899999997
DYNC2LI1	-0.004279618	0.9410676840000001	0.07146535	0.11154858
TTPAL	-0.00741047	0.9411961529999999	0.041275598999999996	0.69126686
GBF1	-0.007718165999999999	0.9412378770000001	0.128107311	0.19603964899999998
CLIP2	-0.004825210999999999	0.941306718	0.07924471599999999	0.32082814800000004
LZTS3	-0.006311504	0.941430365	-0.05127951	0.49588508200000003
HOXB7	0.006872949000000001	0.94147432	-0.14045717300000002	0.089430043
ATRAID	-0.004447042	0.94160731	-0.008749342	0.92018299
YWHAG	-0.0052077090000000005	0.9416339420000001	0.096257001	0.106561055
AGTRAP	0.004663693	0.941692469	0.07955563	0.208830387
TCEA1	-0.005490325999999999	0.94207867	-0.102525202	0.117732948
HSPA2	0.004224814	0.942260503	0.015116368	0.791490025
TCHP	-0.0068565	0.942337337	-0.081906569	0.519535246
CDK13	0.00584815	0.9423481890000001	-0.037597343	0.547889658
RANGAP1	0.005249575	0.9425264809999999	0.040171417	0.631421797
VCPIP1	0.005334801	0.942676845	0.077750613	0.27752314
COPS8	-0.004757673	0.942746469	0.11617162199999999	0.070011852
ACAT2	-0.004775189	0.9430609529999999	0.057366666	0.363129162
ZBTB9	0.007396949	0.943088712	-0.13261055900000002	0.092074189
FAM195B	0.00643557	0.943649958	0.18235156100000002	0.040902604
RFX5	0.004310428	0.943675985	-0.06072614	0.25416673300000003
MBD3	0.0046711159999999995	0.9439071790000001	-0.09508609	0.18077269699999998
SERGEF	0.007519339	0.944023183	0.108522615	0.311782419
C16orf62	0.00518564	0.944124095	0.06110358	0.50290157
FAM84B	-0.004207898	0.94423208	-0.060066704000000005	0.267612757
CADPS2	0.004963492	0.9447286909999999	0.11843363	0.135702338
ARMC8	-0.0042253790000000005	0.944778571	0.051900210999999995	0.40425336
RPL22	-0.00608599	0.9447857940000001	-0.03117541	0.76607697
LRIF1	0.0064437340000000004	0.944869738	0.019735252	0.7957546059999999
PUS7L	-0.003965167	0.94493241	0.06990474299999999	0.246514992
EVPL	0.00557357	0.944983815	-0.095795539	0.15990449199999998
TSNAX;DISC1	0.005666345	0.9450982720000001	0.054401915999999995	0.474972467
MOCS3	-0.0045913740000000005	0.945207562	0.045645277000000005	0.48008660200000003
RBM34	0.007722397	0.94527847	-0.09268658800000001	0.501674425
SRSF6	0.005432506	0.945361094	0.07623977	0.294765758
COPRS	0.004819911	0.945379836	0.085977687	0.20438070100000003
HMGCS1	-0.007150028	0.94538565	0.099779694	0.203898511
RAD17	-0.0037099890000000003	0.945465562	0.020161386	0.698835071
SHROOM2	0.006721886	0.9455740559999999	-0.080961819	0.135386679
KIAA1671	0.005110193	0.945596381	-0.114472434	0.155185699
CPSF4	-0.005569965	0.945608185	-0.21642672899999998	0.025906826
NEK1	0.004127558	0.945633304	0.01126887	0.8283577459999999
VPS28	0.005347793000000001	0.945646002	0.112899376	0.125584531
LRBA	-0.0073510469999999994	0.9456469559999999	0.08815302900000001	0.45229423399999996
RPL19	-0.0040711259999999996	0.9456708620000001	-0.015185755	0.8223954179999999
INCENP	0.007209826999999999	0.9457478140000001	-0.077865166	0.454038781
DDX60	0.003464102	0.945865912	-0.027080715	0.589401818
EHMT1	-0.005363455	0.9459879040000001	-0.152908609	0.070748111
