Accession	Cell	TF	ES	pval.adj	condition	control	treatment
ENCSR000BNI.FOXA2.HEPG2	HEPG2	FOXA2	0.47901000000000005	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNJ.HNF4G.HEPG2	HEPG2	HNF4G	0.4964	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNK.CTCFL.K562	K562	CTCFL	0.50658	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNL.SP2.K562	K562	SP2	0.4788	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNM.TAF7.K562	K562	TAF7	0.56835	0.9814814814814821	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNN.THAP1.K562	K562	THAP1	0.49623999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNO.CTCF.T47D	T47D	CTCF	0.51074	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNP.YY1.GM12878	GM12878	YY1	0.48322	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNQ.BCL3.GM12878	GM12878	BCL3	0.5193300000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNR.HDAC2.ESC_H1	ESC H1	HDAC2	0.49976000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNS.FOSL1.ESC_H1	ESC H1	FOSL1	0.53532	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNT.YY1.HEPG2	HEPG2	YY1	0.48353	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNU.ATF3.K562	K562	ATF3	0.50185	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNV.MEF2A.K562	K562	MEF2A	0.57019	0.9814814814814821	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNW.SIX5.K562	K562	SIX5	0.47626999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNX.YY1.HCT166	HCT166	YY1	0.48238000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BNY.ZBTB33.HCT166	HCT166	ZBTB33	0.49863999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BOT.REST.HEPG2	HEPG2	REST	0.49166000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BOU.SP2.HEPG2	HEPG2	SP2	0.46388	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BOW.SIN3A.PANC1	PANC1	SIN3A	0.48993000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BOX.REST.PFSK1	PFSK1	REST	0.5222100000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BOY.SIN3A.PFSK1	PFSK1	SIN3A	0.5208699999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BOZ.REST.SKNSH	SKNSH	REST	0.4846	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPB.SIN3A.SKNSH	SKNSH	SIN3A	0.48613	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPE.SP1.A549	A549	SP1	0.48486	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPF.TAF1.A549	A549	TAF1	0.49072	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPJ.CTCF.K562	K562	CTCF	0.488	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPK.REST.PANC1	PANC1	REST	0.49433999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPM.YY1.A549	A549	YY1	0.48035	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPS.ATF3.A549	A549	ATF3	0.48439	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPT.ELF1.A549	A549	ELF1	0.48686	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPU.ETS1.A549	A549	ETS1	0.49044	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPV.USF1.A549	A549	USF1	0.49346999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPW.EP300.A549	A549	EP300	0.49101999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPX.FOXA1.A549	A549	FOXA1	0.48953	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPY.GABPA.A549	A549	GABPA	0.46925	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BPZ.ZBTB33.A549	A549	ZBTB33	0.47784	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQA.ZBTB7A.HEPG2	HEPG2	ZBTB7A	0.50812	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQD.ESR1.T47D	T47D	ESR1	0.5020600000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQE.CTCF.ISHIKAWA	ISHIKAWA	CTCF	0.50957	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQF.TAF1.SKNSH	SKNSH	TAF1	0.48596000000000006	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQG.SP2.ESC_H1	ESC H1	SP2	0.47413	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQH.BCL3.A549	A549	BCL3	0.49053	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQI.CEBPB.HEPG2	HEPG2	CEBPB	0.48793000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQJ.CEBPD.HEPG2	HEPG2	CEBPD	0.48815	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQK.ATF2.GM12878	GM12878	ATF2	0.51866	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQL.NFATC1.GM12878	GM12878	NFATC1	0.51637	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQM.PML.GM12878	GM12878	PML	0.48745	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQN.TAF1.PFSK1	PFSK1	TAF1	0.50189	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQO.FOSL2.A549	A549	FOSL2	0.47023000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQP.REST.A549	A549	REST	0.48523	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQQ.TCF12.A549	A549	TCF12	0.48223999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQR.ESR1.ISHIKAWA	ISHIKAWA	ESR1	0.484	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQS.REST.GM12878	GM12878	REST	0.5010100000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQT.TCF3.GM12878	GM12878	TCF3	0.48508	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQU.ATF2.ESC_H1	ESC H1	ATF2	0.48833999999999994	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQV.SP4.ESC_H1	ESC H1	SP4	0.49472	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQW.MBD4.HEPG2	HEPG2	MBD4	0.5153800000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQX.NFIC.HEPG2	HEPG2	NFIC	0.49625	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQY.PML.K562	K562	PML	0.49127	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BQZ.STAT5A.GM12878	GM12878	STAT5A	0.5142	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRA.CREB1.A549	A549	CREB1	0.53592	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRB.CREB1.A549	A549	CREB1	0.48202	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRC.CREB1.A549	A549	CREB1	0.49172	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRD.FOXA1.A549	A549	FOXA1	0.50529	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRE.FOXA2.A549	A549	FOXA2	0.48041000000000006	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRF.JUND.A549	A549	JUND	0.48394	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRG.EGR1.GM12878	GM12878	EGR1	0.52144	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRH.MTA3.GM12878	GM12878	MTA3	0.50748	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRI.RUNX3.GM12878	GM12878	RUNX3	0.4775	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRK.TEAD4.K562	K562	TEAD4	0.48117	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRL.SIX5.A549	A549	SIX5	0.49068999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRM.SIN3A.A549	A549	SIN3A	0.4888	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRN.NFIC.GM12878	GM12878	NFIC	0.51476	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRO.MYBL2.HEPG2	HEPG2	MYBL2	0.4706	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRP.TEAD4.HEPG2	HEPG2	TEAD4	0.49591	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRQ.CEBPB.K562	K562	CEBPB	0.48375	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRR.STAT5A.K562	K562	STAT5A	0.50197	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRS.NR2F2.K562	K562	NR2F2	0.49017	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRT.CBX3.K562	K562	CBX3	0.48499	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRU.FOXM1.GM12878	GM12878	FOXM1	0.53235	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRW.TRIM28.K562	K562	TRIM28	0.50379	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRX.CEBPB.GM12878	GM12878	CEBPB	0.54067	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRY.TEAD4.ESC_H1	ESC H1	TEAD4	0.4879	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BRZ.EGR1.HCT166	HCT166	EGR1	0.51969	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSA.JUND.HCT166	HCT166	JUND	0.51747	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSB.RAD21.HCT166	HCT166	RAD21	0.49577	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSC.SRF.HCT166	HCT166	SRF	0.5228	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSD.CEBPB.HCT166	HCT166	CEBPB	0.51479	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSE.CTCF.HCT166	HCT166	CTCF	0.49575	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSF.SP1.HCT166	HCT166	SP1	0.49738000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSG.SIN3A.HCT166	HCT166	SIN3A	0.51846	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSH.MAX.HCT166	HCT166	MAX	0.49683999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSI.E2F6.ESC_H1	ESC H1	E2F6	0.49545	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSJ.MAX.ESC_H1	ESC H1	MAX	0.48318999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSK.JUND.SKNSH	SKNSH	JUND	0.49632	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSL.TCF12.SKNSH	SKNSH	TCF12	0.49226000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSM.YY1.SKNSH	SKNSH	YY1	0.46905	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSN.CREB1.ESC_H1	ESC H1	CREB1	0.48782	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSO.CREB1.K562	K562	CREB1	0.50442	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSP.REST.MCF7	MCF7	REST	0.5524	0.9814814814814821	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSQ.EGR1.ISHIKAWA	ISHIKAWA	EGR1	0.51477	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSR.CEBPB.MCF7	MCF7	CEBPB	0.48448	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSS.ELF1.MCF7	MCF7	ELF1	0.47935	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BST.GATA3.MCF7	MCF7	GATA3	0.48013	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSU.JUND.MCF7	MCF7	JUND	0.52465	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSV.NFIC.SKNSH	SKNSH	NFIC	0.4991	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSW.TEAD4.ISHIKAWA	ISHIKAWA	TEAD4	0.48916000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSX.USF1.ISHIKAWA	ISHIKAWA	USF1	0.48668999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSY.YY1.ISHIKAWA	ISHIKAWA	YY1	0.47823000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BSZ.ZBTB7A.ISHIKAWA	ISHIKAWA	ZBTB7A	0.50832	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTA.ELF1.SKNSH	SKNSH	ELF1	0.45983999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTB.FOXM1.SKNSH	SKNSH	FOXM1	0.56317	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTC.E2F6.A549	A549	E2F6	0.49871000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTD.SRF.ISHIKAWA	ISHIKAWA	SRF	0.48878	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTE.FOSL1.HCT166	HCT166	FOSL1	0.51054	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTF.REST.HL60	HL60	REST	0.52933	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTG.GABPA.SKNSH	SKNSH	GABPA	0.48026	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTH.GATA3.SKNSH	SKNSH	GATA3	0.49428999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTI.GATA3.A549	A549	GATA3	0.48943000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTJ.MAX.A549	A549	MAX	0.48268	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTK.GABPA.HL60	HL60	GABPA	0.46278	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTM.MAX.HEPG2	HEPG2	MAX	0.48289	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTN.PBX3.A549	A549	PBX3	0.5241600000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTO.TAF1.ISHIKAWA	ISHIKAWA	TAF1	0.49275	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTP.HDAC2.MCF7	MCF7	HDAC2	0.49258	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTQ.RAD21.MCF7	MCF7	RAD21	0.49978	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTR.EP300.MCF7	MCF7	EP300	0.52669	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTS.ZBTB33.SKNSH	SKNSH	ZBTB33	0.50651	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTT.CEBPB.ISHIKAWA	ISHIKAWA	CEBPB	0.50274	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTU.RAD21.ISHIKAWA	ISHIKAWA	RAD21	0.49795	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTV.REST.NEURAL	NEURAL	REST	0.47988000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTX.TAF1.NEURAL	NEURAL	TAF1	0.48062	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTY.MAX.ISHIKAWA	ISHIKAWA	MAX	0.48691999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BTZ.USF1.SKNSH	SKNSH	USF1	0.50047	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUA.EP300.SKNSH	SKNSH	EP300	0.51837	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUB.CEBPB.A549	A549	CEBPB	0.48736	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUC.RAD21.A549	A549	RAD21	0.49582	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUD.TEAD4.A549	A549	TEAD4	0.52622	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUE.EP300.ISHIKAWA	ISHIKAWA	EP300	0.49344	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUF.CREB1.GM12878	GM12878	CREB1	0.48445	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUG.ATF3.HCT166	HCT166	ATF3	0.51234	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUH.CBX3.HCT166	HCT166	CBX3	0.47486000000000006	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUI.FOSL2.MCF7	MCF7	FOSL2	0.49938999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUJ.FOXM1.MCF7	MCF7	FOXM1	0.51726	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUK.GABPA.MCF7	MCF7	GABPA	0.47923000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUL.MAX.MCF7	MCF7	MAX	0.4866	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUM.SIN3A.MCF7	MCF7	SIN3A	0.48222	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUN.TCF12.MCF7	MCF7	TCF12	0.52555	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUO.TEAD4.MCF7	MCF7	TEAD4	0.51607	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUP.REST.PANC1	PANC1	REST	0.43461000000000005	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUQ.TEAD4.SKNSH	SKNSH	TEAD4	0.51446	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUR.CREB1.ISHIKAWA	ISHIKAWA	CREB1	0.53305	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUS.FOXM1.ISHIKAWA	ISHIKAWA	FOXM1	0.50437	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUT.NFIC.ISHIKAWA	ISHIKAWA	NFIC	0.49018	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUU.REST.ISHIKAWA	ISHIKAWA	REST	0.50141	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUV.TCF12.ISHIKAWA	ISHIKAWA	TCF12	0.49035	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUW.SPI1.HL60	HL60	SPI1	0.47973999999999994	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUX.EGR1.MCF7	MCF7	EGR1	0.54159	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUY.NR2F2.MCF7	MCF7	NR2F2	0.49608	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BUZ.PML.MCF7	MCF7	PML	0.5199	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVA.SRF.MCF7	MCF7	SRF	0.52671	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVB.FOSL2.SKNSH	SKNSH	FOSL2	0.49316000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVC.MEF2A.SKNSH	SKNSH	MEF2A	0.58501	0.424	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVD.MAX.SKNSH	SKNSH	MAX	0.48627	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVE.PBX3.SKNSH	SKNSH	PBX3	0.49526000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVG.RXRA.SKNSH	SKNSH	RXRA	0.5291100000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVH.ELF1.HCT166	HCT166	ELF1	0.44428	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVI.REST.HCT166	HCT166	REST	0.46074	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVJ.TEAD4.HCT166	HCT166	TEAD4	0.5636399999999999	0.9814814814814821	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVK.USF1.HCT166	HCT166	USF1	0.4967	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVL.CREB1.HEPG2	HEPG2	CREB1	0.48975	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVM.NR2F2.HEPG2	HEPG2	NR2F2	0.47021999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVN.ZEB1.HEPG2	HEPG2	ZEB1	0.51205	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVO.JUND.T47D	T47D	JUND	0.50675	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000BVY.CEBPD.K562	K562	CEBPD	0.50051	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DJW.NR4A1.K562	K562	NR4A1	0.6569699999999999	0.424	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DJX.JUND.K562	K562	JUND	0.48223	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DJY.JUNB.K562	K562	JUNB	0.50873	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DJZ.HDAC8.K562	K562	HDAC8	0.53168	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKA.GATA2.K562	K562	GATA2	0.5062800000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKB.FOS.K562	K562	FOS	0.50674	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
